4.375000000000000000e-01,-1.600000000000000033e-01,5.749999999999999556e-01,9.999700000000000255e-01,7.389999999999999868e-03,0.000000000000000000e+00
4.375000000000000000e-01,-1.600000000000000033e-01,5.942309999999999537e-01,9.999700000000000255e-01,7.389999999999999868e-03,0.000000000000000000e+00
4.375000000000000000e-01,-1.600000000000000033e-01,6.134619999999999518e-01,9.999700000000000255e-01,7.389999999999999868e-03,0.000000000000000000e+00
4.375000000000000000e-01,-1.600000000000000033e-01,6.326919999999999211e-01,9.999700000000000255e-01,7.389999999999999868e-03,0.000000000000000000e+00
4.375000000000000000e-01,-1.600000000000000033e-01,6.519229999999999192e-01,9.999700000000000255e-01,7.389999999999999868e-03,0.000000000000000000e+00
4.375000000000000000e-01,-1.600000000000000033e-01,6.711539999999999173e-01,9.999700000000000255e-01,7.389999999999999868e-03,0.000000000000000000e+00
4.375000000000000000e-01,-1.600000000000000033e-01,6.903799999999999937e-01,9.999700000000000255e-01,7.389999999999999868e-03,0.000000000000000000e+00
4.375000000000000000e-01,-1.600000000000000033e-01,7.096199999999999175e-01,9.999700000000000255e-01,7.389999999999999868e-03,0.000000000000000000e+00
4.375000000000000000e-01,-1.600000000000000033e-01,7.288499999999999979e-01,9.999700000000000255e-01,7.389999999999999868e-03,0.000000000000000000e+00
4.375000000000000000e-01,-1.600000000000000033e-01,7.480799999999999672e-01,9.999700000000000255e-01,7.389999999999999868e-03,0.000000000000000000e+00
4.375000000000000000e-01,-1.600000000000000033e-01,7.673099999999999365e-01,9.999700000000000255e-01,7.389999999999999868e-03,0.000000000000000000e+00
4.375000000000000000e-01,-1.600000000000000033e-01,7.865400000000000169e-01,9.999700000000000255e-01,7.389999999999999868e-03,0.000000000000000000e+00
4.375000000000000000e-01,-1.600000000000000033e-01,8.057699999999999863e-01,9.999700000000000255e-01,7.389999999999999868e-03,0.000000000000000000e+00
4.375000000000000000e-01,-1.600000000000000033e-01,8.249999999999999556e-01,9.999700000000000255e-01,7.389999999999999868e-03,0.000000000000000000e+00
4.356650000000000245e-01,-1.484120000000000161e-01,5.749999999999999556e-01,9.510600000000000165e-01,3.090200000000000169e-01,0.000000000000000000e+00
4.356650000000000245e-01,-1.484120000000000161e-01,5.942309999999999537e-01,9.510600000000000165e-01,3.090200000000000169e-01,0.000000000000000000e+00
4.356650000000000245e-01,-1.484120000000000161e-01,6.134619999999999518e-01,9.510600000000000165e-01,3.090200000000000169e-01,0.000000000000000000e+00
